Family,Sub-family,Product Name,Year,Amount  USD,Gross Amount  USD,Net Amount  USD,Quantity,Profit Margin,Average Price
SEA FREIGHT,EXPORT,CARGO X FEE,2020,200.0,200.0,37.8,1.0,-0.8109999999999999,37.8
SEA FREIGHT,CLEARANCE ,ADDITIONAL EXPENSES,2020,100.0,100.0,45.53,1.0,-0.5447,45.53
AIR FREIGHT,IMPORT,AIR FREIGHT - IMPORT,2020,894.0525,894.0525,22.49,1.0,-0.974844877677765,22.49
SEA FREIGHT,EXPORT,STORAGE AT JADRA (VAT),2020,50.0,50.0,24.24,1.0,-0.5152,24.24
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2020,350.0,350.0,21.02,1.0,-0.9399428571428572,21.02
SEA FREIGHT,IMPORT,OCEAN FREIGHT - IMPORT,2020,3515.0,3515.0,13.22,1.0,-0.9962389758179232,13.22
STORAGE/WAREHOUSING,JIYEH,LOADING/OFFLOADING (VAT),2020,200.0,200.0,49.25,1.0,-0.75375,49.25
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,370.0,370.0,20.1,1.0,-0.9456756756756756,20.1
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,366.0,366.0,46.84,1.0,-0.8720218579234972,46.84
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2020,25.0,25.0,15.2,1.0,-0.392,15.2
SEA FREIGHT,EXPORT,CARGO X FEE,2020,200.0,200.0,29.11,1.0,-0.8544499999999999,29.11
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2020,350.0,350.0,27.7,1.0,-0.9208571428571429,27.7
SEA FREIGHT,EXPORT,DRUG INSPECTION,2020,250.0,250.0,25.04,1.0,-0.8998400000000001,25.04
AIR FREIGHT,IMPORT,AIR FREIGHT - IMPORT,2020,501.0,501.0,22.56,1.0,-0.9549700598802395,22.56
AIR FREIGHT,IMPORT,ADDITIONAL CHARGES (VAT) AIR-IMPORT,2020,27.2,27.2,24.94,1.0,-0.08308823529411757,24.94
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2020,25.0,25.0,25.97,1.0,0.03879999999999995,25.97
SEA FREIGHT,EXPORT,DRUG INSPECTION,2020,250.0,250.0,23.22,1.0,-0.90712,23.22
LAND FREIGHT,EXPORT,EXPORT FORMALITIES FOR LND FRT CARGO,2020,1300.0,1300.0,37.22,1.0,-0.9713692307692308,37.22
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,370.0,370.0,38.14,1.0,-0.896918918918919,38.14
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,500.0,500.0,35.8,1.0,-0.9284,35.8
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2020,250.0,250.0,24.31,1.0,-0.90276,24.31
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,2500.0,2500.0,30.25,1.0,-0.9879,30.25
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,330.0,330.0,28.78,10.0,-0.9127878787878789,2.878
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2020,975.0,975.0,44.14,1.0,-0.9547282051282051,44.14
SEA FREIGHT,EXPORT,CARGO X FEE,2020,200.0,200.0,48.45,1.0,-0.75775,48.45
SEA FREIGHT,IMPORT,LOCAL TRANSPORTATION (VAT),2020,200.0,200.0,15.94,1.0,-0.9203,15.94
SEA FREIGHT,CLEARANCE ,ADDITIONAL EXPENSES,2020,28.0,28.0,26.47,1.0,-0.05464285714285718,26.47
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,180.0,180.0,47.39,1.0,-0.7367222222222223,47.39
SEA FREIGHT,IMPORT,BANK CHARGES,2020,21.3,21.3,41.0,1.0,0.9248826291079811,41.0
SEA FREIGHT,EXPORT,INSURANCE FOR STORED GOODS(VAT),2020,100.0,100.0,10.59,1.0,-0.8941,10.59
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,4830.0,4830.0,35.88,1.0,-0.9925714285714285,35.88
STORAGE/WAREHOUSING,COCODILLE,INSURANCE FOR STORED GOODS,2020,146.0,146.0,20.65,1.0,-0.8585616438356164,20.65
SEA FREIGHT,IMPORT,OCEAN FREIGHT - IMPORT,2020,2150.0,2150.0,16.92,1.0,-0.9921302325581395,16.92
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,450.0,450.0,34.47,1.0,-0.9233999999999999,34.47
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,66.0,66.0,33.63,1.0,-0.4904545454545454,33.63
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,2140.0,2140.0,42.55,1.0,-0.9801168224299065,42.55
SEA FREIGHT,CLEARANCE ,CUSTOM CLEARANCE FORMALITIES - IMPORT,2020,206.51696,206.51696,13.3,3.0,-0.935598509681723,4.433333333333334
AIR FREIGHT,EXPORT,AIR FREIGHT EXPORT,2020,2907.0,2907.0,35.75,1.0,-0.987702098383213,35.75
AIR FREIGHT,EXPORT,EX WORKS FOR AIRFREIGH CARGO,2020,150.0,150.0,14.01,1.0,-0.9066000000000001,14.01
SEA FREIGHT,EXPORT,DRUG INSPECTION,2020,250.0,250.0,35.7,1.0,-0.8572000000000001,35.7
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2020,4974.41429,4974.41429,22.47,6.0,-0.9954828852825606,3.7449999999999997
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2020,15.0,15.0,41.52,1.0,1.7680000000000002,41.52
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2020,150.0,150.0,36.1,1.0,-0.7593333333333334,36.1
SEA FREIGHT,CLEARANCE ,ADDITIONAL EXPENSES,2020,500.0,500.0,42.37,1.0,-0.91526,42.37
SEA FREIGHT,IMPORT,DELIVERY ORDER (VAT),2020,20.0,20.0,38.11,1.0,0.9055,38.11
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2020,350.0,350.0,41.54,1.0,-0.8813142857142856,41.54
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,450.0,450.0,32.16,1.0,-0.9285333333333334,32.16
SEA FREIGHT,IMPORT,DELIVERY ORDER (VAT),2020,20.0,20.0,38.07,1.0,0.9035,38.07
SEA FREIGHT,CLEARANCE ,CUSTOM CLEARANCE FORMALITIES - IMPORT,2020,12579.0,12579.0,49.41,2.0,-0.9960720248032435,24.705
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,3150.0,3150.0,15.58,1.0,-0.9950539682539683,15.58
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,370.0,370.0,13.05,1.0,-0.9647297297297297,13.05
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,420.0,420.0,12.6,2.0,-0.97,6.3
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2020,440.0,440.0,43.6,3.0,-0.9009090909090909,14.533333333333333
STORAGE/WAREHOUSING,COCODILLE,INSURANCE FOR STORED GOODS,2020,1311.0,1311.0,14.15,1.0,-0.989206712433257,14.15
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,300.0,300.0,39.62,1.0,-0.8679333333333333,39.62
AIR FREIGHT,EXPORT,AIR FREIGHT EXPORT,2020,4181.0,4181.0,12.75,1.0,-0.9969504903133222,12.75
SEA FREIGHT,IMPORT,BANK CHARGES,2020,55.85,55.85,45.06,1.0,-0.19319606087735003,45.06
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,2700.0,2700.0,33.38,1.0,-0.987637037037037,33.38
STORAGE/WAREHOUSING,JIYEH,LOADING/OFFLOADING (VAT),2020,250.0,250.0,41.19,2.0,-0.83524,20.595
AIR FREIGHT,EXPORT,EX WORKS FOR AIRFREIGH CARGO,2020,408.0,408.0,32.88,3.0,-0.9194117647058824,10.96
SEA FREIGHT,EXPORT,STORAGE AT JADRA (VAT),2020,750.0,750.0,29.24,1.0,-0.9610133333333333,29.24
SEA FREIGHT,EXPORT,LOADING/OFFLOADING (VAT),2020,279.0,279.0,22.98,1.0,-0.9176344086021505,22.98
SEA FREIGHT,EXPORT,STORAGE AT JADRA (VAT),2020,700.0,700.0,29.39,1.0,-0.9580142857142857,29.39
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2020,192.7942,192.7942,11.76,5.0,-0.9390023143849764,2.352
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2020,365.0,365.0,30.19,1.0,-0.9172876712328767,30.19
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,3905.0,3905.0,45.51,1.0,-0.9883457106274007,45.51
SEA FREIGHT,IMPORT,DELIVERY ORDER (VAT),2020,20.0,20.0,44.35,1.0,1.2175,44.35
SEA FREIGHT,EXPORT,LOADING/OFFLOADING (VAT),2020,180.18,180.18,45.8,1.0,-0.7458097458097458,45.8
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2020,250.0,250.0,30.12,1.0,-0.87952,30.12
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,45.0,45.0,37.26,1.0,-0.17200000000000004,37.26
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2020,434.94863,434.94863,17.63,4.0,-0.9594664776849625,4.4075
SEA FREIGHT,IMPORT,BANK CHARGES,2020,42.0,42.0,28.94,1.0,-0.3109523809523809,28.94
SEA FREIGHT,CLEARANCE ,CUSTOM CLEARANCE FORMALITIES - IMPORT,2020,6700.0,6700.0,20.37,1.0,-0.9969597014925373,20.37
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2020,56.16276,56.16276,43.42,4.0,-0.22688984658161382,10.855
AIR FREIGHT,IMPORT,AIR FREIGHT - IMPORT,2020,310.0,310.0,43.43,1.0,-0.8599032258064516,43.43
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,3160.0,3160.0,21.48,1.0,-0.9932025316455696,21.48
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2020,16.0,16.0,25.8,1.0,0.6125,25.8
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,450.0,450.0,31.01,1.0,-0.9310888888888889,31.01
AIR FREIGHT,IMPORT,DELIVERY ORDER FOR IMP CARGO (VAT),2020,54.05,54.05,27.66,1.0,-0.4882516188714153,27.66
SEA FREIGHT,EXPORT,CARGO X FEE,2020,200.0,200.0,37.14,1.0,-0.8143,37.14
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2020,350.0,350.0,20.14,1.0,-0.9424571428571429,20.14
STORAGE/WAREHOUSING,COCODILLE,STORAGE AT COCODILLE-VAT,2020,1200.0,1200.0,43.19,3.0,-0.9640083333333332,14.396666666666667
AIR FREIGHT,EXPORT,AIR FREIGHT EXPORT ADDITIONAL CHARGES,2020,145.0,145.0,12.88,1.0,-0.9111724137931034,12.88
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2020,25.0,25.0,24.54,1.0,-0.018400000000000034,24.54
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,9.95448,9.95448,43.19,1.0,3.338749989954271,43.19
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,750.0,750.0,25.03,1.0,-0.9666266666666667,25.03
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,400.0,400.0,29.46,1.0,-0.92635,29.46
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2020,3.354,3.354,44.86,1.0,12.375074537865235,44.86
SEA FREIGHT,EXPORT,DRUG INSPECTION,2020,250.0,250.0,19.88,1.0,-0.92048,19.88
SEA FREIGHT,IMPORT,BANK CHARGES,2020,30.0,30.0,34.1,1.0,0.13666666666666671,34.1
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,3440.0,3440.0,28.03,1.0,-0.9918517441860465,28.03
STORAGE/WAREHOUSING,COCODILLE,STORAGE AT COCODILLE-VAT,2020,247.5,247.5,42.87,1.0,-0.8267878787878787,42.87
SEA FREIGHT,EXPORT,LOADING/OFFLOADING (VAT),2020,450.0,450.0,38.78,3.0,-0.9138222222222223,12.926666666666668
SEA FREIGHT,EXPORT,LOADING/OFFLOADING (VAT),2020,288.29,288.29,32.92,1.0,-0.8858094280065212,32.92
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,110.0,110.0,34.29,1.0,-0.6882727272727274,34.29
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,527.8,527.8,29.38,1.0,-0.9443349753694581,29.38
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,975.0,975.0,35.44,1.0,-0.963651282051282,35.44
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2020,475.0,475.0,19.8,2.0,-0.9583157894736842,9.9
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,33.0,33.0,20.04,1.0,-0.39272727272727276,20.04
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2020,135.0,135.0,30.83,4.0,-0.7716296296296297,7.7075
SEA FREIGHT,EXPORT,CARGO X FEE,2020,25.0,25.0,20.67,1.0,-0.17319999999999994,20.67
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,165.0,165.0,23.37,5.0,-0.8583636363636363,4.674
SEA FREIGHT,CLEARANCE ,ADDITIONAL EXPENSES,2020,100.0,100.0,13.28,1.0,-0.8672,13.28
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,750.0,750.0,17.07,1.0,-0.9772399999999999,17.07
SEA FREIGHT,IMPORT,OCEAN FREIGHT - IMPORT,2020,250.0,250.0,49.83,1.0,-0.8006800000000001,49.83
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2020,650.0,650.0,45.08,2.0,-0.9306461538461538,22.54
SEA FREIGHT,EXPORT,CARGO X FEE,2020,200.0,200.0,34.76,1.0,-0.8262,34.76
SEA FREIGHT,EXPORT,CARGO X FEE,2020,200.0,200.0,21.53,1.0,-0.89235,21.53
AIR FREIGHT,EXPORT,EX WORKS FOR AIRFREIGH CARGO,2020,146.0,146.0,16.24,3.0,-0.8887671232876712,5.413333333333333
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,975.0,975.0,19.34,1.0,-0.9801641025641026,19.34
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,180.0,180.0,44.22,1.0,-0.7543333333333333,44.22
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,762.8,762.8,28.01,1.0,-0.9632800209753539,28.01
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2020,162.70222,162.70222,11.1,6.0,-0.9317772062360306,1.8499999999999999
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2020,25.0,25.0,25.32,1.0,0.012800000000000011,25.32
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,370.0,370.0,40.08,1.0,-0.8916756756756757,40.08
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,750.0,750.0,25.9,1.0,-0.9654666666666667,25.9
SEA FREIGHT,EXPORT,TRANSPORTATION FROM-TO WAREHOUSE (VAT),2020,300.0,300.0,37.98,1.0,-0.8734,37.98
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2020,200.0,200.0,13.68,1.0,-0.9316,13.68
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,33.0,33.0,13.71,1.0,-0.5845454545454545,13.71
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2020,315.0,315.0,32.08,2.0,-0.8981587301587302,16.04
SEA FREIGHT,EXPORT,DRUG INSPECTION,2020,250.0,250.0,16.71,1.0,-0.93316,16.71
SEA FREIGHT,EXPORT,CARGO X FEE,2020,175.0,175.0,24.56,1.0,-0.8596571428571429,24.56
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,50.0,50.0,23.5,1.0,-0.53,23.5
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,650.0,650.0,46.31,1.0,-0.9287538461538463,46.31
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,264.0,264.0,44.35,2.0,-0.8320075757575758,22.175
SEA FREIGHT,CLEARANCE ,ADDITIONAL EXPENSES,2020,11.144,11.144,47.03,2.0,3.2202081837760232,23.515
AIR FREIGHT,IMPORT,DELIVERY ORDER FOR IMP CARGO (VAT),2020,90.09,90.09,40.72,1.0,-0.548007548007548,40.72
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,3750.0,3750.0,16.24,1.0,-0.9956693333333334,16.24
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2020,275.0,275.0,38.2,2.0,-0.8610909090909091,19.1
SEA FREIGHT,CLEARANCE ,CUSTOM CLEARANCE FORMALITIES - IMPORT,2020,15306.0,15306.0,40.5,2.0,-0.9973539788318306,20.25
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2020,3.6894,3.6894,18.27,1.0,3.95202471946658,18.27
SEA FREIGHT,EXPORT,LOADING/OFFLOADING,2020,250.0,250.0,24.23,1.0,-0.90308,24.23
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,370.0,370.0,46.27,1.0,-0.874945945945946,46.27
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2020,115.0,115.0,39.34,2.0,-0.6579130434782609,19.67
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,225.0,225.0,26.07,1.0,-0.8841333333333333,26.07
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,1627.8,1627.8,15.08,3.0,-0.9907359626489741,5.026666666666666
STORAGE/WAREHOUSING,COCODILLE,INSURANCE FOR STORED GOODS,2020,58.0,58.0,47.45,2.0,-0.18189655172413788,23.725
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,67.0,67.0,32.41,1.0,-0.516268656716418,32.41
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,33.0,33.0,26.02,1.0,-0.21151515151515152,26.02
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,66.0,66.0,31.8,1.0,-0.5181818181818182,31.8
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,400.0,400.0,14.38,1.0,-0.96405,14.38
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2020,310.0,310.0,11.16,3.0,-0.964,3.72
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,475.0,475.0,41.91,1.0,-0.9117684210526317,41.91
SEA FREIGHT,EXPORT,CARGO X FEE,2020,200.0,200.0,20.75,1.0,-0.89625,20.75
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,45.0,45.0,23.17,1.0,-0.48511111111111105,23.17
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,366.0,366.0,27.12,1.0,-0.9259016393442623,27.12
SEA FREIGHT,IMPORT,BANK CHARGES,2020,26.0,26.0,32.2,1.0,0.23846153846153856,32.2
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2020,25.0,25.0,21.33,1.0,-0.14680000000000007,21.33
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,33.0,33.0,15.81,1.0,-0.5209090909090909,15.81
AIR FREIGHT,IMPORT,AIR FREIGHT - IMPORT,2020,1075.0,1075.0,33.72,1.0,-0.9686325581395349,33.72
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2020,350.0,350.0,11.01,1.0,-0.9685428571428571,11.01
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,365.0,365.0,17.84,1.0,-0.951123287671233,17.84
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,10750.0,10750.0,31.72,5.0,-0.9970493023255814,6.343999999999999
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2020,500.0,500.0,49.49,1.0,-0.9010199999999999,49.49
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,99.0,99.0,28.37,1.0,-0.7134343434343434,28.37
STORAGE/WAREHOUSING,COCODILLE,STORAGE AT COCODILLE-VAT,2020,306.0,306.0,20.03,1.0,-0.9345424836601308,20.03
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,450.0,450.0,31.76,1.0,-0.9294222222222223,31.76
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2020,46.4128,46.4128,26.44,4.0,-0.4303295642581356,6.61
SEA FREIGHT,CLEARANCE ,PORT FORMALITIES (VAT),2020,350.0,350.0,42.18,1.0,-0.8794857142857143,42.18
AIR FREIGHT,EXPORT,EX WORKS FOR AIRFREIGH CARGO,2020,175.0,175.0,15.41,1.0,-0.9119428571428572,15.41
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2020,65.0,65.0,24.78,1.0,-0.6187692307692307,24.78
SEA FREIGHT,EXPORT,STORAGE AT JADRA (VAT),2020,564.0,564.0,21.58,1.0,-0.9617375886524822,21.58
STORAGE/WAREHOUSING,COCODILLE,STORAGE AT COCODILLE-VAT,2020,14.87,14.87,22.89,1.0,0.5393409549428381,22.89
AIR FREIGHT,EXPORT,AIR FREIGHT EXPORT,2020,750.0,750.0,29.19,1.0,-0.9610799999999999,29.19
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,370.0,370.0,31.61,1.0,-0.9145675675675675,31.61
AIR FREIGHT,EXPORT,AIR FREIGHT EXPORT ADDITIONAL CHARGES,2020,106.0,106.0,48.17,1.0,-0.545566037735849,48.17
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,2800.0,2800.0,31.18,1.0,-0.9888642857142858,31.18
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2020,135.0,135.0,30.24,4.0,-0.776,7.56
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,180.0,180.0,10.79,1.0,-0.9400555555555556,10.79
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,445.0,445.0,13.94,1.0,-0.9686741573033708,13.94
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,4880.0,4880.0,25.38,1.0,-0.9947991803278688,25.38
SEA FREIGHT,IMPORT,LOCAL TRANSPORTATION (VAT),2020,150.0,150.0,15.98,1.0,-0.8934666666666667,15.98
STORAGE/WAREHOUSING,JIYEH,INSURANCE FOR STORED GOODS(VAT),2020,1311.0,1311.0,40.35,1.0,-0.9692219679633868,40.35
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2020,6.0,6.0,32.46,1.0,4.41,32.46
AIR FREIGHT,IMPORT,DELIVERY ORDER FOR IMP CARGO (VAT),2020,48.820685,48.820685,13.5,1.0,-0.7234778659906144,13.5
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,231.0,231.0,47.37,1.0,-0.7949350649350649,47.37
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,775.0,775.0,46.78,1.0,-0.9396387096774194,46.78
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2020,56.16276,56.16276,10.52,4.0,-0.8126872682182997,2.63
SEA FREIGHT,CLEARANCE ,ADDITIONAL CHARGES (VAT),2020,100.0,100.0,41.4,2.0,-0.586,20.7
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,2177.8,2177.8,36.79,4.0,-0.9831068050326017,9.1975
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,370.0,370.0,28.05,1.0,-0.9241891891891891,28.05
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2020,470.0,470.0,20.21,1.0,-0.9570000000000001,20.21
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,370.0,370.0,16.11,1.0,-0.9564594594594594,16.11
SEA FREIGHT,IMPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,553.8,553.8,44.85,1.0,-0.9190140845070423,44.85
SEA FREIGHT,EXPORT,OCEAN FREIGHT (EXPORT),2020,2400.0,2400.0,10.91,1.0,-0.9954541666666668,10.91
SEA FREIGHT,IMPORT,DELIVERY ORDER (VAT),2020,20.0,20.0,44.37,1.0,1.2185,44.37
AIR FREIGHT,EXPORT,AIR FREIGHT EXPORT,2020,874.0,874.0,47.65,1.0,-0.9454805491990846,47.65
SEA FREIGHT,CLEARANCE ,ADDITIONAL EXPENSES,2020,250.0,250.0,19.12,1.0,-0.92352,19.12
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2020,295.0,295.0,21.32,2.0,-0.927728813559322,10.66
SEA FREIGHT,IMPORT,DELIVERY ORDER (VAT),2020,20.0,20.0,21.33,1.0,0.06649999999999992,21.33
AIR FREIGHT,EXPORT,SECURITY FOR AIR FREIGHT CARGO,2020,15.0,15.0,36.9,1.0,1.46,36.9
SEA FREIGHT,CLEARANCE ,CUSTOM CLEARANCE FORMALITIES - IMPORT,2020,611.62426,611.62426,47.32,3.0,-0.9226322382961067,15.773333333333333
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,132.0,132.0,37.35,4.0,-0.7170454545454545,9.3375
SEA FREIGHT,EXPORT,CERTIFICATE OF ORIGIN FEE,2020,50.0,50.0,10.14,1.0,-0.7972,10.14
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2020,41.0256,41.0256,13.04,3.0,-0.6821496821496822,4.346666666666667
SEA FREIGHT,EXPORT,ENERGY CONSUMPTION AT PORT,2020,90.0,90.0,30.68,1.0,-0.6591111111111111,30.68
AIR FREIGHT,EXPORT,AIR FREIGHT EXPORT,2020,2350.0,2350.0,14.22,1.0,-0.9939489361702128,14.22
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2020,147.91314,147.91314,48.48,7.0,-0.672240072788665,6.925714285714285
SEA FREIGHT,EXPORT,ADDITIONAL EXPENSES,2020,375.0,375.0,37.69,2.0,-0.8994933333333334,18.845
SEA FREIGHT,EXPORT,CARGO X FEE,2020,200.0,200.0,39.57,1.0,-0.80215,39.57
SEA FREIGHT,EXPORT,EX WORKS FOR SEA FREIGHT CARGO - ,2020,3925.0,3925.0,10.66,1.0,-0.997284076433121,10.66
SEA FREIGHT,EXPORT,EXPORT FORMALITIES SF CARGO,2020,350.0,350.0,25.88,1.0,-0.9260571428571429,25.88
SEA FREIGHT,IMPORT,FORMALITIES AGAINST OFFICIAL RECEIPT,2020,5599.61036,5599.61036,24.75,6.0,-0.9955800496090231,4.125
AIR FREIGHT,IMPORT,DELIVERY ORDER FOR IMP CARGO (VAT),2020,90.09,90.09,37.4,1.0,-0.5848595848595849,37.4
