Family,Sub-family,Address,Barcode,Base Unit,Branch,Brand,City,Client Category 1,Client Category 2,Client Category 3,Client Code,Client ID,Client Name,Cost Center,Cur,Date,Invoice,Product Code,Product Description,Product Name,Project,Unit,Year,Amount,Amount  LBP,Amount  USD,Gross Amount,Gross Amount  LBP,Gross Amount  USD,Net Amount,Net Amount  LBP,Net Amount  USD,Net Quantity,Net Selling,Quantity
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/1180,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,370,33115000,370,370,33115000,370,370,0,39.03,1,370,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/384,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2019,25,2236250,25,25,2236250,25,25,0,45.32,1,25,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/616,SF-EXP-CF,,EXPORT FORMALITIES SF CARGO,Shipment,Pcs,2019,350,31307500,350,350,31307500,350,350,0,38.26,1,350,1
STORAGE/WAREHOUSING,COCODILLE,,,,,,,,,,,,,,,17/05/2024,SA/2024/408,STG-COC-VAT,,STORAGE AT COCODILLE-VAT,Shipment,Pcs,2019,300,26850000,300,300,26850000,300,333,2953500,18.41,2,299.82,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2019,434.59,38895805,434.59,434.59,38895805,434.59,434.59,0,41.33,3,434.59,3
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,24/10/2024,SA/2024/1137,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2019,384112000,384112000,4290.53104,384112000,384112000,4290.53104,384112000,0,26.97,7,384112000,7
SEA FREIGHT,CLEARANCE ,"غادير فينيسيا ابو جودة
GROUND FLOOR
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,GFC-012805,172,DECOLUX,OPERATION ACTIVITIES,LBP,6/11/2023,SA/2023/526,SF-IMP-ADD-IMP ,,ADDITIONAL EXPENSES,Shipment,Pcs,2019,265000,265000,2.9627,265000,265000,2.9627,265000,0,11.27,1,265000,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,15/11/2024,SA/2024/1234,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2019,22102000,22102000,246.87934,22102000,22102000,246.87934,22102000,0,16.51,4,22102000,4
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,15/03/2024,SA/2024/234,SF-EXP-DET,,DETENTION,Shipment,Pcs,2019,120,10740000,120,120,10740000,120,120,0,38.9,2,120,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2019,528,47256000,528,528,47256000,528,528,0,14.21,2,528,2
STORAGE/WAREHOUSING,COCODILLE,,,,,,,,,,,,,,,31/10/2024,SA/2024/1193,STG-COC-VAT,,STORAGE AT COCODILLE-VAT,Shipment,Pcs,2019,1200,107400000,1200,1200,107400000,1200,1332,11814000,48.76,3,1200,3
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,23/08/2023,SA/2023/34,SF-IMP-CCF,,CUSTOM CLEARANCE FORMALITIES - IMPORT,Shipment,Pcs,2019,15995000,15995000,179.144,15995000,15995000,179.144,15995000,0,34.12,3,15995000,3
STORAGE/WAREHOUSING,JIYEH,,,,,,,,,,,,,,,7/10/2024,SA/2024/1059,STG-LD-OF-VAT,,LOADING/OFFLOADING (VAT),Shipment,Pcs,2019,250,22375000,250,250,22375000,250,277.5,2461250,11.73,2,250,2
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-CCF-DES,,CUSTOMS CLEARANCE FORMALITIES AT ,Shipment,Pcs,2019,250,22375000,250,250,22375000,250,250,0,40.54,1,248.48,1
SEA FREIGHT,EXPORT,"Saifi village-
Solideire Bldg. -Ground floor
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,GFC-002134,146,CREAM BOUTIQUE,OPERATION ACTIVITIES,USD,9/4/2024,SA/2024/322,STG-TRSP-VAT,,TRANSPORTATION FROM-TO WAREHOUSE (VAT),Shipment,Pcs,2019,9.01,806395,9.01,9.01,806395,9.01,10.0011,88703.45,34.96,1,8.62,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,2290,204840500,2290,2290,204840500,2290,2290,0,42.46,1,2290,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,10/1/2024,SA/2024/32,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2019,470,42065000,470,470,42065000,470,470,0,16.49,1,470,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/804,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2019,45,4027500,45,45,4027500,45,45,0,43.35,1,45,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,20/11/2024,SA/2024/1253,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,370,33115000,370,370,33115000,370,370,0,15.64,1,370,1
AIR FREIGHT,EXPORT,,,,,,,,,,,,,,,,,AF-EXP-FRT,,AIR FREIGHT EXPORT,Shipment,Pcs,2019,1063,95085350,1063,1063,95085350,1063,1063,0,35.64,1,1063,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2019,90,8055000,90,90,8055000,90,90,0,12.32,1,90,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2019,33,2951850,33,33,2951850,33,33,0,40.46,1,33,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,SA/2024/474,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2019,1197,107131500,1197,1197,107131500,1197,1197,0,12.24,1,1197,1
STORAGE/WAREHOUSING,COCODILLE,,,,,,,,,,,,,,,31/10/2024,SA/2024/1193,STG-COC-VAT,,STORAGE AT COCODILLE-VAT,Shipment,Pcs,2019,1200,107400000,1200,1200,107400000,1200,1332,11814000,42.26,3,1200,3
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,19/10/2023,SA/2023/398,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2019,50,4472500,50,50,4472500,50,50,0,45.3,1,50,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2019,200,17890000,200,200,17890000,200,200,0,19.91,1,200,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,24/11/2023,SA/2023/601,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2019,20,1789000,20,20,1789000,20,22.2,188100,47.61,1,20,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/649,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2019,15,1338000,15,15,1338000,15,15,0,38.44,1,15,1
SEA FREIGHT,IMPORT,MAZRAAT YACHOUH-METN,,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1602,DOMANCO SARL,OPERATION ACTIVITIES,USD,14/10/2024,SA/2024/1086,SF-IMP-DO,,DELIVERY ORDER (VAT),Shipment,Pcs,2019,20,1790000,20,20,1790000,20,22.2,196900,39.76,1,20,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,27/09/2024,SA/2024/1019,SF-IMP-CCF,,CUSTOM CLEARANCE FORMALITIES - IMPORT,Shipment,Pcs,2019,836,74822000,836,836,74822000,836,836,0,30.5,1,836,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,31/07/2024,SA/2024/652,SF-IMP-CCF,,CUSTOM CLEARANCE FORMALITIES - IMPORT,Shipment,Pcs,2019,512,45824000,512,512,45824000,512,512,0,22.31,1,512,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-LOC-TRP-VAT,,LOCAL TRANSPORTATION (VAT),Shipment,Pcs,2019,320,28640000,320,320,28640000,320,355.2,3150400,10.42,1,174.96,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,4/9/2023,SA/2023/89,STG-STG-JAD,,STORAGE AT JADRA (VAT),Shipment,Pcs,2019,20,1786000,20,20,1786000,20,22.2,188100,48.53,1,20,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/283,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2019,175,15662500,175,175,15662500,175,175,0,46.59,1,175,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,23/12/2024,SA/2024/1373,SF-EXP-ADD-EXP,,ADDITIONAL EXPENSES,Shipment,Pcs,2019,50,4475000,50,50,4475000,50,50,0,43.95,1,50,1
STORAGE/WAREHOUSING,COCODILLE,,,,,,,,,,,,,,,5/9/2024,SA/2024/884,STG-COC-VAT,,STORAGE AT COCODILLE-VAT,Shipment,Pcs,2019,85.6,7661200,85.6,85.6,7661200,85.6,95.0159,842723.05,24.17,1,85.6,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/859,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2019,45,4027500,45,45,4027500,45,45,0,49.33,1,45,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2019,250,22362500,250,250,22362500,250,250,0,31.88,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,18/11/2024,SA/2024/1241,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2019,2536,226972000,2536,2536,226972000,2536,2536,0,45.95,2,2536,2
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,5/7/2024,SA/2024/554,SF-IMP-BANK,,BANK CHARGES,Shipment,Pcs,2019,40,3580000,40,40,3580000,40,40,0,29.84,1,40,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/229,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2019,175,15662500,175,175,15662500,175,175,0,49.56,1,175,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2019,250,22300000,250,250,22300000,250,250,0,20.62,1,250,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,3/12/2024,SA/2024/1291,STG-STG-JAD,,STORAGE AT JADRA (VAT),Shipment,Pcs,2019,100,8950000,100,100,8950000,100,111,984500,11.06,1,100,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,RS/2024/17,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,-375,-33562500,-375,-375,-33562500,-375,-375,0,13.85,-1,-375,-1
STORAGE/WAREHOUSING,COCODILLE,,,,,,,,,,,,,,,31/10/2024,SA/2024/1193,STG-COC-VAT,,STORAGE AT COCODILLE-VAT,Shipment,Pcs,2019,1200,107400000,1200,1200,107400000,1200,1332,11814000,23.77,3,1200,3
AIR FREIGHT,EXPORT,"Beirut
Roumieh, Al Matn",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1572,BRAINWAVE SAL,OPERATION ACTIVITIES,USD,8/8/2024,SA/2024/685,AF-EXP-ADD,,AIR FREIGHT EXPORT ADDITIONAL CHARGES,Shipment,Pcs,2019,10,895000,10,10,895000,10,10,0,30.83,1,10,1
AIR FREIGHT,EXPORT,Juba,,Pcs,GIFCO 2023,DEFAULT,,Default,,,GFC-012946,243,GIFCO JUBA(NEW),OPERATION ACTIVITIES,USD,4/3/2024,SA/2024/186,AF-IMP-CCF,,CUSTOM CLEARANCE FORMALITIES - IMPORT,Shipment,Pcs,2019,510,45645000,510,510,45645000,510,510,0,16.95,1,510,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,26/02/2024,SA/2024/159,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,2580,230910000,2580,2580,230910000,2580,2580,0,25.76,1,2580,1
SEA FREIGHT,CLEARANCE ,"MONT LIBAN
BAABDA HADATH
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1491,ABS LIMITED SARL,OPERATION ACTIVITIES,USD,20/05/2024,SA/2024/422,SF-IMP-FOR-VAT,,PORT FORMALITIES (VAT),Shipment,Pcs,2019,275,24612500,275,275,24612500,275,305.25,2707375,36.31,1,275,1
STORAGE/WAREHOUSING,COCODILLE,,,,,,,,,,,,,,,,SA/2024/370,STG-INS,,INSURANCE FOR STORED GOODS,Shipment,Pcs,2019,1311,117334500,1311,1311,117334500,1311,1311,0,17.9,1,1311,1
STORAGE/WAREHOUSING,COCODILLE,,,,,,,,,,,,,,,31/10/2023,SA/2023/489,STG-INS-VAT,,INSURANCE FOR STORED GOODS(VAT),Shipment,Pcs,2019,100,8945000,100,100,8945000,100,111,940500,28.17,1,100,1
SEA FREIGHT,CLEARANCE ,"Ningbo
6th Floor, No.666 South ",,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1472,China Base Logistics CO LTD,OPERATION ACTIVITIES,USD,9/10/2023,SA/2023/305,SF-IMP-FOR-VAT,,PORT FORMALITIES (VAT),Shipment,Pcs,2019,150,13417500,150,150,13417500,150,166.5,1410750,19.43,1,150,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,26/12/2023,SA/2023/713,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2019,16617000,16617000,185.61189,16617000,16617000,185.61189,16617000,0,46.6,5,16617000,5
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-CF,,EXPORT FORMALITIES SF CARGO,Shipment,Pcs,2019,500,44725000,500,500,44725000,500,500,0,31.15,1,500,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2019,6450,577275000,6450,6450,577275000,6450,6450,0,45.76,1,6450,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2019,4370,391115000,4370,4370,391115000,4370,4370,0,39.69,2,4370,2
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-COO,,CERTIFICATE OF ORIGIN FEE,Shipment,Pcs,2019,100,8950000,100,100,8950000,100,100,0,45.62,1,100,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,370,33115000,370,370,33115000,370,370,0,48.93,1,370,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-CARGOX,,CARGO X FEE,Shipment,Pcs,2019,200,17890000,200,200,17890000,200,200,0,45.94,1,200,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,,,SF-IMP-FOR-VAT,,PORT FORMALITIES (VAT),Shipment,Pcs,2019,225,20137500,225,225,20137500,225,249.75,2215125,34.12,1,225,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,21/05/2024,SA/2024/427,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2019,30860000,30860000,344.7062,30860000,30860000,344.7062,30860000,0,24.54,5,30860000,5
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/1046,SF-EXP-ENG,,ENERGY CONSUMPTION AT PORT,Shipment,Pcs,2019,45,4027500,45,45,4027500,45,45,0,35.67,1,45,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2024/119,SF-EXP-CF,,EXPORT FORMALITIES SF CARGO,Shipment,Pcs,2019,365,32667500,365,365,32667500,365,365,0,31.67,1,365,1
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,SA/2023/426,SF-EXP-CF,,EXPORT FORMALITIES SF CARGO,Shipment,Pcs,2019,350,31307500,350,350,31307500,350,350,0,37.26,1,350,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,,,,SF-IMP-EXW,,EX WORKS FOR SEA FREIGHT CARGO - ,Shipment,Pcs,2019,344,30788000,344,344,30788000,344,344,0,49.11,2,344,2
SEA FREIGHT,EXPORT,,,,,,,,,,,,,,,,,SF-EXP-FRT,,OCEAN FREIGHT (EXPORT),Shipment,Pcs,2019,2500,223750000,2500,2500,223750000,2500,2500,0,39.05,1,2500,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,,,SF-IMP-CH,,ADDITIONAL CHARGES (VAT),Shipment,Pcs,2019,70,6261500,70,70,6261500,70,77.7,658350,29.51,3,70,3
AIR FREIGHT,EXPORT,,,,,,,,,,,,,,,29/08/2023,SA/2023/51,AF-EXP-EXW,,EX WORKS FOR AIRFREIGH CARGO,Shipment,Pcs,2019,150,13395000,150,150,13395000,150,150,0,47.41,1,150,1
SEA FREIGHT,CLEARANCE ,,,,,,,,,,,,,,,,,SF-IMP-FOR-VAT,,PORT FORMALITIES (VAT),Shipment,Pcs,2019,350,31325000,350,350,31325000,350,388.5,3445750,37.72,1,350,1
SEA FREIGHT,IMPORT,"Bekaa 
Al Aam 
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,قاسم المصري,1522,ESTABLISHMENT KASSEM AL MASRI,OPERATION ACTIVITIES,USD,9/1/2024,SA/2024/31,SF-IMP-FRT,,OCEAN FREIGHT - IMPORT,Shipment,Pcs,2019,8300,742850000,8300,8300,742850000,8300,8300,0,31.22,1,8300,1
SEA FREIGHT,EXPORT,DAMASCUS,,Pcs,GIFCO 2023,DEFAULT,,Default,,,,1487,MAHMOUD MUSTAFA,OPERATION ACTIVITIES,USD,31/10/2023,SA/2023/493,SF-EXP-TRK-DET,,TRUCK DETENTION,Shipment,Pcs,2019,35,3130750,35,35,3130750,35,35,0,15.07,1,35,1
AIR FREIGHT,EXPORT,"Hamra infront of Hypco station, Sarolla str
",,Pcs,GIFCO 2023,DEFAULT,,Default,,,000160,249,GREEN GLORY S.A.L,OPERATION ACTIVITIES,USD,16/07/2024,SA/2024/587,AF-EXP-FRT,,AIR FREIGHT EXPORT,Shipment,Pcs,2019,195000,17452500000,195000,195000,17452500000,195000,195000,0,34.94,1,195000,1
SEA FREIGHT,IMPORT,,,,,,,,,,,,,,USD,1/3/2024,SA/2024/183,SF-IMP-FOR-ORV,,FORMALITIES AGAINST OFFICIAL RECEIPT,Shipment,Pcs,2019,450,40275000,450,450,40275000,450,450,0,18.77,2,450,2
